,Company,Description,Position,Source,skills,Loc_city,Loc_state
18179,"Project One, Inc.","Our Telecom client's Software Planning Team is seeking an individual to assist with the future development of a proprietary JIRA-based tool (Software Planning Org Reporting Tool). This tool manages their entire portfolio of projects that require Software Engineering resources. The current version of the tool captures details of approved projects - what resources are assigned, level of effort estimates for project, and other important project data. The goal is to evolve the tool that so it captures all details associated with the full SDLC - feature enhancements will include time tracking, status reporting for projects in flight, resource management, portfolio management enhancements, KPIs and key metrics, etc.Responsibilities:. Work with Product Owner to develop backlog items. Support all efforts to simplify and enhance the customer experience. Create or modify JIRA workflows including project workflows, field configurations, notification schemes, etc. in JIRA. Maintain all Confluence Spaces and JIRA projects, workflows, permissions, users, etc.. Respond to / resolve JIRA tickets to address system issues, user requests, etc. on a daily basis.. Perform application and system administration tasks, including data backups, scheduled jobs and user permissions for tools. Work closely with other teams to define best practices for using lab tools across the organization and company. Test new versions of the tools and plug-ins to ensure compatibilityRequired Skills:. 2+ years professional experience as a JIRA Administrator. Demonstrated experience customizing JIRA projects with various schemas, complex workflows, screen schemes, permission schemes, and notification schemes (MUST). Ability to write Java and JavaScript for custom JIRA development work (MUST). Ability to write custom JQL (Jira Query Language) (MUST). Integration experience on JIRA with Confluence with plugins and development (MUST) - including integrating JIRA projects with Confluence Pages and construct Confluence pages. Ability to construct custom dashboards using various filter types in JIRA (MUST). Ability to utilize Confluence as a presentation layer for reporting and dashboard needs and or a 3rd party plugin for advanced reporting's on data that is captured in JIRA (MUST). Experience in performing Atlassian installations, migrations and plugin installation (Preferred). Unix Systems Admin experience in installing applications on VMs, monitoring performance, tailing logs, etc. (Preferred). MySQL database skills to schedule back-ups (Preferred). Experience with test tools (TestRail, HPQC, test automation tools, etc) and code repository tools (Nice to Have). Bachelors degree in a technical discipline or equivalent experienceRyan RuppelDirect: 212-792-6362Northeast (NY): 212-268-5800Nationwide: 877-677-6566",JIRA Administrator - JavaScript,dice.com,JIRA Confluence Java,Greenwood Village, CO
18189,Novus Global Solutions LLC.,"Novus Global Solutions is an NJ based professional services firm focused on driving consulting jobs back into the US. Novus has a unique anti-offshore model that has been recognized and accepted by many businesses in 4 continents and 9 countries. Novus is highly specialized in SAP and Management consulting and works directly with SAP and our customers to deliver consulting excellence. At Novus, you can have a challenging career that fosters your growth and ensures a positive impact on the environment. Novus is specialized on business intelligence and provides architectural as well as business solutions to its customers spread across all known industries. Novus is currently looking for a Sr. dBA with the following profile:5-7 years of experience in Oracle and MySQLMust be proficient in Linux and UnixShell ScriptingData Center MigrationData MigrationDatabase Server UpgradePerformance and TuningBackup and recoveryMust be proactive and energeticMust have excellent verbal and written skillsMust be able to join immediatelyThe candidate must have experience in release management, change management, liasoning with infrastructure and development teams to manage a smooth management of the overall application.",mySQL DBA with Linux exp,dice.com,"mySQL, SQL server, dBA",Cincinnati, OH
18200,Donnelly & Moore Corporation,"""Donnelly & Moore Corporation does not sponsor applicants for work visas and reserves the right to contract only with direct employers/sponsors of applicants and will not contract with intermediaries of applicants.  Donnelly & Moore Corporation may request proof of such direct employment/sponsorship prior to considering any applicant.""Assignment Details: Candidate will be part of a team supporting our Tableau Server reporting environment and the SQL databases that interact with reports hosted on the Tableau Server. The individual will be working with SQL queries, views, stored procedures and SSIS packages, in support of business-authored Tableau reports. The individual will perform Tableau site administration functions - and some Tableau server administration functions as well. Skills & Requirements: Hands-on experience with the following technologies: Microsoft SQL Server T-SQL - working with views, stored procedures, tables, queries, SSIS package creation and database /query optimizationTableau Server - experience as a Tableau Site Admin.A strong plus is experience as a Tableau Server Administrator with knowledge of the Tableau repository, TABCMD commands and TABADMIN commands.Knowledge of Tableau report-development (Tableau Desktop) for troubleshooting purposes, is a plus.Must be well organized, detail oriented and demonstrates flexibility to handle multiple assignments.Must be comfortable working directly with business users, as well as IT team members.Must have excellent oral communications skills, and writing skills. The following are not required for this position but would be considered as a valuable asset in a potential candidate: Tableau Server Certification- a plusKnowledge of VB.net - a plus ",Tableau Server Reporting,dice.com,"Tableau Server; SQL; SQL queries, views, stored procedures and SSIS packages; T-SQL; Tableau Site Admin; TABCMD commands and TABADMIN command; Tableau Desktop",New York, NY
18229,"Codeworks, Inc.","Codeworks is a locally owned and operated IT Services firms in SE Wisconsin, known for our strong commitment to quality and for our direct client relationships. Our DIRECT client is currently seeking experienced Development Lead in Milwaukee, WI for 1+ year consulting engagement.  The client is looking for a Development Lead for a project to translate a high level solution design into application software detailed design artifacts and ensuring they are maintained and reviewed throughout the project life cycle. The ideal candidate will have the strong development experience in JavaScript with SPA (Single Page Application) experience as well as Backbone and Node.js. Responsibilities will include:   Ensuring the detailed design and implementation of the application meets the functional and non-functional requirements,Ensuring the appropriate application components are installed and configured to meet the requirements for all environments (development, test, stage and production).Source Code management.Providing team leadership for application delivery.Local candidates will be given priority. If you feel that you meet the qualifications listed above and are open to working in the Milwaukee area, please forward your resume in Word format to careers@codeworks-inc.com Attn:  Laura Brushel.About our Client: A large Life and Wealth Management company headquartered in Downtown Milwaukee with a suburban campus in Franklin, WI.  Named as one the best places to work in IT in Wisconsin.  About CODEWORKS: Headquartered in Milwaukee, WI with an additional office in Madison, WI—Codeworks has more than 19 years of experience successfully serving Fortune 1000 companies in Wisconsin, as well as, our client’s national locations. Our Recruiting team consists of highly skilled Talent Specialists skilled at evaluating, advising, and connecting IT professionals with new career opportunities that facilitate career growth.  Every year since 2007, Codeworks has been recognized by Inc. Magazine as one of the fastest growing private companies in the U.S.      For more information, please visit our website at:  www.codeworks-inc.com.",Development Lead - JavaScript,dice.com,"JavaScript, BackboneJS, NodeJS, technical leadership",Milwaukee, WI
18233,Massachusetts School Building Authority,"About the MSBA&nbspThe Massachusetts School Building Authority (MSBA) seeks qualified candidates with experience and backgrounds in software implementation or software quality assurance for the position of Business Intelligence Analyst. The MSBA is a quasi-independent government authority that partners with Massachusetts communities to support the design and construction of educationally-appropriate, flexible, sustainable, and cost-effective public school facilities. The MSBA is looking for exceptional candidates to contribute to building a stellar MSBA team. Our goal is to attract and retain exceptionally talented employees to join our agency. &nbsp Position Summary Provide IT project stake holders with consultations to design and modify MSBA applications. Participates in all phases of the development process including analysis, design, development, implementation, testing, maintenance, and support for MSBA applications. Elicit, analyze and validate requirements for changes to business processes, policies and transaction processing systems. Capture requirements and changes through functional specification and configuration documentation. Act as the primary tester of an application s functionality. Essential Functions Analyze client business processes/requirements and develop corresponding processes and data flows (functional specifications and change management). Gather and understand user requirements; create solutions and evaluate outcomes. Assist with testing strategies, testing conditions and evaluation of expected results. Deliver meeting minutes, status reports, and post-project evaluations as required. Creates and maintains user, technical and operational documentation that describes program source, logic and corrections or changes. Conduct user training as needed. Serve as the primary contact for all user request forms internally and externally. Serve as the point of contact to solve user application access issues. Provide electronic reporting support using MS-Access, SQL querying, and reporting. Resolves functional users questions and problems, elevates issues to vendor support or other IT staff. Participates on MSBA committees where technical representation is required. Perform other duties as assigned. Required Education, Experience, and Skills Bachelor s degree with a major in computer science or other related discipline. Three or more years of experience in software implementation or software quality assurance. Experience with Microsoft Office Suite, SQL, and web technologies. Direct experience with project management information software like MS Project. Experience with mocking up screens using MS Excel or other software. Ability to achieve successful results working closely with end users and developers in an agile development environment. Ability to drive team projects to completion without jeopardizing quality. Ability to interpret, analyze, and write complex business systems and documents clearly and concisely. Ability to effectively present information to end users, the development team and IT Director. A task driven mindset as well as effective multitasking and follow up skills. Excellent verbal and written communication skills. Professional interpersonal style; ability to work and build trust with a diverse range of people. Ability to work with tight deadlines. Exhibit a professional can-do attitude and flexible work style approach. Ability and willingness to proactively research and/or solve issues. Ability to be reliable and punctual. Must be willing to learn and try new tools and approaches, take risks, and stay current in application software knowledge. Must be self-directed, highly motivated, with a strong work ethic and customer service approach. Preferred Education, Experience, and Skills Masters in technical field or business administration. Experience with test case management software like MS Test Professional. An understanding of construction management, cost accounting, and/or budgeting.",Business Intelligence Analyst,dice.com,"Software implementation, Software Quality Assurance; SQL, Microsoft Test Manager, MS Project, Project Management, Web development",Boston, MA
18248,Interactive Resources LLC,"Interactive Resources is currently seeking two Sr. Front End Developers for an exciting, cutting edge project they will build from scratch.  Our client is a highly recognized international retail firm who enjoys working in a fast paced, work friendly environment in the Nashville area.  The length of this project will be 3-6 months with possibility of extension.  Please see below more information regarding the details for the Sr. Front End Developer position. Sr. Front End Developer: Position Requirements4+ years of experience working with JavaScript Libraries1+ years experience with ReactExperience with Angular.JSKnowledge in HTML, CSS, and CMS productsWorking experience in a Java environmentExposure to any non-relational database would be preferred, but certainly not requiredPrior experience working in an Agile/Scrum environmentWould be interested in working in a functional programming environment Sr. Front End Developer:  Position TraitsHighly dynamicSomeone who can start a project from scratchStrong communication skillsAbility to do a mixture of remote and onsite workWork in a team environmentA passion for picking up/learning new technologiesAlthough not required for this role as a Sr. Front End Developer, our client’s technology environment includes working with:Java 8AWSMicroservicesRESTful APIsDockerIf you are interested in this position as a Sr. Front End Developer, please apply immediately.  The project will begin as soon as the right professionals have been found.  We want the best and the brightest who want to work with some of the most innovative software available.  Please submit your resume for any additional questioning and overview of the position.  We at Interactive Resources look forward to working with you on this position as a Sr. Front End Developer.",Sr. JavaScript Developer,dice.com,"Javascript, Angular, React, HTML, CSS, RESTful API, Front End Development, Java",Nashville, TN
18250,"Advent Global Solutions, Inc.","My client is looking for MySQL DBARole: MySQL DBALocation: Cincinnati, OHLong Term9+ years of experience using MySQL and MS SQL Server in following area: Windows and Linux knowledgeShell ScriptingData Center MigrationData MigrationDatabase Server UpgradePerformance and TuningBackup and recovery Please send your updated resume.Thanks & Regards,Anil Advent Global Solutions,Inc. E-mail: anil@adventglobal.comDirect: (281) 640 8940www.adventglobal.com",MySQL DBA,dice.com,MySQL DBA,Cincinnati, OH
18253,Motivity Labs,"Job Title: Lead Data Scientist (Mobile App) About Us: Motivity Labs (ML) is a rapidly growing technology consulting organization specializing in mobility, cloud, analytics, and product engineering. Motivity Labs is backed by Naya Ventures, a new age Venture Capital Fund based out of Dallas. ML creates value for clients by deploying a cost-efficient global delivery model and partnering with clients with the help of industry SMEs and horizontal experts/architects. Our client is a dynamic, global, fast growing travel company, and has partnered with us to source a talent for their growth initiatives. They offer a fast paced environment with a core of innovation and fun. If you are prepared to grow your career, wear multiple hats, and be part of a fast paced team with a focus on exceptional service, this may be the role for you. What we offer: In addition to helping our clients with their growth initiatives, we provide the opportunity to collaborate with startups within our parent VC fund, as well as the chance to work on bleeding edge technology and product development initiatives - if you live and breathe technology, we would love to hear from you! Both we, and our client, offer very competitive compensation and comprehensive benefits packages to include: medical, dental and vision insurance. Overview:Our client is in the process of enhancing and building a world-class Social Media-based travel application and the individual in this role will be the Lead Data Scientist behind designing the relevance and ranking algorithms of the Social Feed and Local Search features of the entire application. ResponsibilitiesResponsible for designing the relevance and ranking algorithms for the Social Feed.Responsible for designing the relevance and ranking algorithms for the Local Search feature, that allows users to look for restaurants and other businesses in a geographic location.Work with the engineering team to build production ready variants of relevance algorithms. Able to work with production constraints and aware of performance trade-offs.Ensure that the relevance features are built in an iterative manner, and fit into the standard SDLC scrum model.Work with the engineering team to build the frameworks and tools required to design, prototype and test relevance algorithms; for example, A/B Testing frameworks, labeled training/test data sets, etc.Foster a culture of data-driven decision making throughout the organization. Key AttributesStrong background and hands-on experience in designing and implementing machine learning algorithms for search ranking and recommendations in high volume production systems.Self-driven and highly motivated. Can take an idea from inception to production with minimal supervision. Able to effectively communicate and align multiple stakeholders across Engineering, PM, UX, QA and Management while building strong working relationships.Able to build a strong, productive, and inclusive team culture by mentoring team members and helping them grow their responsibilities. Qualifications10+ years of hands-on software development experience.3-5 years of experience as a data scientist, preferably in a lead role.Strong programming experience in one or more of Python, Java, C++, C#.Hands on experience with the popular libraries and toolkits for machine learning and data visualization – R, NumPy, Pandas, Scikit-Learn, Matplotlib, MatLab, etc.Deep knowledge of algorithms for search relevance, ranking and recommendation systems.Hands-on experience with building the ranking component of a search engine using Solr or Elasticsearch is a big plus.Breadth of knowledge in supervised and unsupervised learning – regressions, decision trees, gradient boosting, clustering, etc.Able to quickly prototype machine learning algorithms and show potential impact via data visualizations, thereby guiding product roadmap.Able to collaborate with the engineering teams to take prototype implementations to production.Good understanding of large scale systems design, especially search systems.Master’s or PhD degree in Computer Science or a related field, with a focus on Machine Learning, Data Mining, Statistics or Information Retrieval.",Lead Data Scientist,dice.com,"R, NumPy, Pandas, SciKit-Learn, MatLab, MatPlotLib, Solr, ElasticSearch",Plano, TX
18256,ENSONO,"Ensono, formerly Acxiom IT, collaborates with its clients to deliver progressive IT solutions to help them operate their infrastructure for today and optimize it for tomorrow. We specialize in supporting mission-critical workloads for the world’s most successful companies. Ensono works across all platforms – mainframe to cloud, and everything in between. We are ranked by Information Week 500 for our technology innovation and by the Uptime Institute for 100% availability. Ensono has over 1000 associates and is headquartered in greater Chicago, IL.OverviewThe candidate will perform basic MS SQL Server Administration functions: create/monitor databases, monitor daily backups, patching, upgrades, applying best practices, and troubleshooting performance issues. Candidate will follow a strict change control methodology, and will be expected to take on-call duties and rotational weekend with the team. Candidate will work with Sr. DBA in more complex areas.Location:Downers Grove - FinleyJob DescriptionUse specific relational database management system structure and technology to create and maintain physical databases; using expertise in clusters and a proficiency in SQL language implement procedures and practices regarding database design, development, monitoring, access and upkeep; install and configure database management system software using various operating system platforms; monitor and tune the database for improved performance; develop and implement backup and recovery strategies• 2-5 years' experience as a database administrator or related occupationAcademic training or experience must include replication, SSIS, database design, application tuning, scripting and knowledge of Idera/SQL Server monitoring toolsPlease Note: This is a full time direct hire salaried position. No third parties or agencies. Unable to sponsor visa for this position at this timeJob Type: Full-timeRequired education:Bachelor'sRequired experience:Database Administration: 2 yearsOracle: 2 yearsSQL: 2 yearsWe have set up application questions for your job.You have requested that Indeed ask candidates the following questions:Have you completed the following level of education: Bachelor's?How many years of Database Administration experience do you have?How many years of Oracle experience do you have?How many years of SQL experience do you have?",SQL DBA (Junior or Mid-level),dice.com,"Database administration, swl, oracle",Downers Grove, IL
18258,"Charvi Information Technologies, Inc.","W2 onlyLooking for consultants who is willing to relocate to Los Angeles area (U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time. 4+ years of Hadoop Development experience.Demonstrated ability to work independently on complex exploratory projects.Working experience in Hadoop, Cloudera & Horton Works ",Hadoop Developer,dice.com,"Hadoop, Cloudera, Horton works",El Segundo, CA
18275,"Overture Partners, LLC","The Senior Data Analyst will be comfortable working with large volumes of data in a fast-paced, high growth environment.Responsibilities:Data analysis, including business modeling and statistical analysis, validating with external data (quantitative and qualitative)Analyze and interpret internal data with external researchEvaluate the methods and procedures used to obtain data in order to ensure validity, applicability, efficiency, and accuracyIdentify relationships and trends in data, as well as any factors that could affect the results of our informationFind and acquire additional data sets from independent sources that can be leveraged with existing dataQualifications:3 - 5 years of work experience as a data analystExperience in quantitative analysis, software development and statistical modelingProficient with Excel and SQLExperience programming mathematical or statistical software packages such as R, SAS or MatlabExcellent critical thinking and problem solving skillsExperience in research design and statistical modeling in a business environment (marketing, market research, etc.)Knowledge of PYTHON and VB Unfortunately there is no relocation or visa assistance available for this position.",Senior Data Analyst,dice.com,"Excel, SQL, Python, VB, SAS, Matlab",Boston, MA
18292,Andiamo Partners,"The Director of Client Services Data Analytics Technology will lead the development activities of a team of approximately 10 developers (full-time employees) and oversee a mid-to-large size team of consultants supporting all data analytic technology initiatives. The Director will work with the Product and Client Analytics teams to partner with the US Retail, International, US Institutional, and Product Strategy teams to inform, power and measure overall impact of client and product analytics to both internal business lines and external clients. Responsibilities include, but are not limited to: Client & Product Analytics * Provide leadership to develop applications, processes and data infrastructure that makes Client & Product information a competitive advantage for the firm * Synthesize and leverage datasets available both internally and externally to enhance the firms knowledge of Product & Client analytics, market opportunities, client segmentation etc. * Develop and support a data governance framework that improves quality of information, provides detailed audit information and has transparency to data ownership and governance * Provide insight into leading analytic practices, design and lead iterative development cycles, and ultimately produce new and creative analytic solutions to drive business strategies * Research, design and implement industry leading tools and innovative solutions to provide a data competitive advantage * Create an infrastructure where data validation is efficient, validated only once and validated data is made available to all consuming applications * Direct all development by technology partners and internal resources to ensure solutions are well-architected, scalable, conform with our technology standards, and achieve commercial goals * Ensure access to both client and product information to both business users and data analysts is made available in flexible user interfaces * Manage relationships with both market data and technology vendors * Play the role of project manager on all Data & Analytics projects * Form key relationships with the Client Services team to have a deep understanding of their business and develop a road-map congruent with the business strategy * Work closely with other technology teams to ensure no duplication of effort and dependencies with other teams are managed carefully * Work closely with Infrastructure teams to resource appropriately all projects and applications * Work closely with the Information Security teams to ensure all requirements of the firm are met * Manage the overall data analytics technology budget Data Infrastructure & Tools * Drive data strategy and architecture to promote easy end user access to product and client information * Develop tools where custom views of information can be a self-service function rather than development projects * Create and maintain detailed data dictionaries for all data that is published * Create and maintain methodology documentation for all data that is published * Create frameworks to ensure audit information and data lineage is made transparent to both business and technology stakeholders Big Data and Analytics * Lead Research and Development on the firm's approach to Big Data and Analytics * Review vendor landscape and no-SQL tools like Mongo DB, Cassandra to determine best use * Determine and document Big Data strategy and implement pilot projects Qualifications * BS/MS in Computer Science or related degree * 10-15 years of experience in managing a development organization * Ability to motivate team members and foster a constructive environment between employees and consultants * Possess a strong drive to attract, develop and retain the best talent for the internal team * Strong project management skills to drive development teams to deliver on applications / projects on schedule and on budget * Extremely high attention to detail * Sense of urgency and self-motivated #dj All qualified candidates are encouraged to apply by submitting their resume as an MS word document including a cover letter with a summary of relevant qualifications, highlighting clearly any special or relevant experience.",Director of Client Services Data Analytics Technology,dice.com,"Architecture, Development, Director, Iterative, Iterative Development, Manager, Management, Project, Project Management, Project Manager, Research, Security, SQL, Validation",Jersey City, NJ
18301,Bloomberg L.P.,"Job Requisition Number: 56437 On our team, you will help redefine our tagging systems and advance our personalization efforts for Bloomberg Media. Our tagging systems use NLP to automatically tag news articles with relevant entities while also determining how relevant the entity is to the articles. Tagging forms the core of our business and a good tagging system is critical for us to be able to create new products, enhance existing ones, provide a great personalized user experience and streamline operations. You will also work on our Personalization engine which uses Machine Learning and Big Data technologies to process Terabytes of data for hundreds of millions of users. We use a wide variety of technologies including Hadoop, HBase, MySQL, Elastic Search, Flume, Node.js, Java, JavaScript and Ruby on Rails. You need to have: 3+ years of experience in Natural Language Processing, Data Mining, Recommendation Systems or Probability/Optimization Algorithms 2+ years of experience using Java in large-scale, backend production applications The ability to apply Machine Learning theory to solve practical problems Experience leading projects involving Machine Learning from incubation to large-scale production deployments Experience working with and evaluating open source technologies We'd love to see: A passion for manipulating massive amounts of data Experience launching commercially successful software on small- to medium-sized teams Experience optimizing for low latency and high scalability The desire to work on real-time distributed systems The ability to write highly concurrent applications   Date: Wed, 11 01 2017 00:00:00 GMT Department: Software Developer/Engineering",Senior Machine Learning Engineer (Consultant),dice.com,"Algorithms, Data Mining, Developer, Hadoop, Java, JavaScript, MySQL, mysql, Ruby",New York, NY
18307,"Symbioun Technologies, Inc","Must have proven experience managing 100+ servers in a mid to very large scale database environment Ranging from 250GB to 4TB in size Potential contract-to-hire position Experienced with SQL 2008 R2, 2012 and above, SSIS ETL, SSAS, SSRS Strong analytical and problem solver Able to write fluent T-SQL queries Powershell, C# or .NET scripting is a plus Subject matter expert on database design, performance issues, disaster recovery, backups and database maintenance DR knowledge with Always On, SQL log shipping, DB mirroring, Replication Experienced with SQL installation on standalone and cluster servers Experienced with database migration NoSQL knowledge and database platform are a plus, not a requirement",SQL Database Administrator,dice.com,"SQL 2008 R2, SQL 2012, Capacity planning, DB mirroring, replication, database administration methodologies",Nyc, NY
18312,The Judge Group,"Our client in Jersey City, NJ has an immediate need for a JavaScript Developer who is skilled with NodeJS, ReactJS or both. This is a 6 month contract to hire opportunity and our client is looking to interview and hire ASAP. All candidates must attend an in person interview after a technical phone screen and our client is not sponsoring upon conversion so W-2 Candidates ONLY please. Please submit all qualified resumes to mpress@judge.comJob Description:  The Senior Software Developer role is responsible for full stack, hands-on development of applications and services. As a senior role, this person will be expected to participate in system design and provide thought leadership in the full lifecycle from concept to production. This role will serve as an SME on a particular system or application and will be required to gain complete understanding of business requirements and the needs of the client. This role will mentor and lead junior level developers on specific modules while ensuring development practices are in line with company best practices and policies.Responsibilities:  * Hands on development of applications and services * Leads moderate to highly complex programming tasks and provides code reviews of various development tasks * Implements automated unit and integration tests and ensures the practice is followed consistently * Participates in system design and specifications, program logic and flow-charting, development, testing, debugging, documentation, and support * Provides analysis of problems and recommends solutionsRequired Experience:  * Strong technical skills and relevant experience with React.JS or Node.JS server side JavaScript Required***************** * 5 to 7 years' experience with JavaScript (full stack) and web application development frameworks and tools like React, Express, webpack. * Experience in designing and developing web services using REST and JSON * Experience with JS testing and code analysis frameworks like Mocha, Istanbul, JSLint, JSHint, Jasmine * Experience with NoSQL document-based data stores like MongoDB and designing suitable data models * Familiarity with Application UX Designs * Unix / Linux experienceSoft Skills:  * Strong communication skills with a track record of working with and collaborating with teams * Must possess the ability to handle multiple on-going assignments and be able to work independently in addition to contributing as part of a highly collaborative team * Strong analytical and quantitative skills with the ability to break down and communicate complex issues, ideas and solutions * Be able to create and articulate design / implementation options and tradeoff to peers, tech leads, and management * Ability to clearly document application designs and the related management and support procedures * Ability to understand all phases of SDLC * Ability to quickly ramp-up on new / emerging technologies as required Please submit all qualified resumes to mpress@judge.com Thank you, Mike Press Sr. Technical Recruiter The Judge Group  ID: 511174 Type: Temp to Hire Salary: DOE","JavaScript Developer (NodeJS, ReactJS)",dice.com,"Analysis, Automated, Business Requirements, Developer, Development, JavaScript, Lifecycle, Linux, Management, MongoDB, NoSQL, Programming, Recruiter, SDLC, Testing, Unix, UX",Jersey City, NJ
18318,Primus Software Corp,"harish (at) primussoft (dot) comJava, J2EE, Angular, Javascript, Ajax, HTML, JSON, DWR, CSS, XMLLocation: Warren, NJ 07059Duration: 6+ MonthsJava/J2EE, AngularJS, Core JavaRequires a bachelor's degree in area of specialty and 6 years of experience in the field or in a related area - 6 + years Experience in programming knowledge in Java, XML, Web services and other J2EE related technologies - 6 + years experience in client side programming using HTML, DHTML, Java Script, CSS, JSON, DWR/Ajax. - 3 + years experience in web services integration using XML technologies - 1-2 years experience SQL/PLSQL and DB technologiesThanks and Best Regards,Harish KumarPrimus Software Corporation Duluth, GA 30097Ph: - 678-666-4377 (O)harish (at) primussoft (dot) com","Java, J2EE, Angular, Javascript, Ajax, HTML, JSON, DWR, CSS, XML",dice.com,"Java, J2EE, Angular, Javascript, Ajax, HTML, JSON, DWR, CSS, XML",Warren, NJ
18319,Caresoft,"Skills RequiredStrong Experience required in developmentStrong experience required on development and architect experience on the following skill sets: Core Java, Web Application Development, Enterprise Java, Oracle, Unix, Shell Scripting, SOAP and Restfull Web Services, AJAX frameworks. Required extensive experience in architecture, design and coding.Experience of critical enterprise applications, preferably for big banks or financial institutions. Good experience on cloud based application design and architecture. Required Good experience to visualize the entire application landscape and guide the technical team on the architecture. Experience required to help the technical team on the framework design and solving complex technical issues. Required Good experienceto identify and guide the team on the right set of tools to be used based on the application scope. Good experience required to work and guide in all layers of the application framework.Experience required in Core Java.Good expereince of object Oriented concepts, Inheritance, Abstraction, Interfaces.Strong experience in Java language, Java Bean, Java Collection Framework, Core Software Design Patterns.Working experience in HTML, JavaScript, AJAX, Jquery, Bootstrap, AnjularJS. Good to have experience on HTTP and HTTPS protocols with DOM, Designing with CSS Enterprise Java.To apply please click below or you can reach us at 732-993-5333",Java/J2EE PL-SQL Developer,dice.com,"Java, Core Java,ava language, Java Bean, Java Collection , Developer,Java Bean",Princeton, NJ
18321,Caresoft,"Job Description:Responsible for Services/API Platform Architect to develop and maintain a technical integration architecture that supports the most efficient, reliable, scalable, and secure solution to meet the business needs and technology strategy; this includes planning, evaluating, recommending and designing an architecture and platform management plan which ensures that technology projects are cost effective, compliant with enterprise standards and do not diverge from business and technology strategies.Requirements:Experience in an Architecture/Design role, preferably in the Financial Services sectorMust have experience with the following: Services/API Implementation using industry standard products preferably ReST/Jason Experience in people management (i.e. coaching, team leadership, performance reviews)Experience in leading a team of technical resources (architects, designers) to build a solutionExperience in implementing integration architectures and designing integration solutionsExperience in or knowledge of service-oriented architecture and design concepts Deep knowledge of the selected integration architecture packages preferredResponsibilities:Contribute to, design and/or develop an architecture framework including technology architecture strategy, policies, ‘guiding principles’ and standards to govern how technology solutions will be developed and implementedResearch/analyze business requirements to evaluate and recommend optimal solutions within technology architecture • Contribute to the development of project plans by providing input and manage projects/initiatives by directing assigned resources, communicating project status and providing timely escalation of issuesEnsure projects are compliant with technology architecture and design/operate processes to provide ongoing review of in-progress activity against technology architecture and development standardsProvide expert consultation and participate as a subject matter expert on projectsApply industry/technical knowledge to provide solutions that increase business results and/or minimize riskOversees other architects and IT professionals on complex, highly-visible architecture projectsWork closely with the Solution Designers to define a coherent integration technical design, aligning to the conceptual and functional designsReview the integration deliverables throughout development to ensure quality and traceability to requirements and adherence to all quality management plans and standards Provide thought leadership and management in Integration Services, BPM and ECM spaceMonitor services performance and recommend any changes to SLA patterns or the creation of a new SLA pattern to address operational issues Monitor services operations and recommend any changes to policies or the creation of a new policies to address operational issuesMonitor SOA metrics, (e.g., re-use of services and frequency of service use) and provide metrics to relevant stakeholders“US citizens and those authorized to work in the US are encouraged to apply. We are unable to sponsor H1b candidates at this time.”Please click below to apply or can call at 732-993-6125",Software Architect (API platform),dice.com,"Software Architect, API Architect",Mount Laurel, NJ
18329,The Judge Group,"Please send qualified resumes to Justin at jdoerner@judge.com, or call 610-617-1504. This is a permanent, direct-hire role. The client is able to do H1B Visa Transfers, and will hire from Skype.Description: Requisition Specific Notes:  Seeking AngularJS experience This position involves design and development of an internal tool to manage global publishing rights for music partners. The role asks for a mix of strong technical capabilities in addition to superb communication skills and, preferably, having a solid grasp of music rights and business insight.Minimum Qualifications:  * BA/BS degree in computer science or related field (In lieu of degree, 4 years relevant work experience). * Excellent knowledge of web technologies (HTTP, HTML, Javascript, web application architecture, and building full stack, multi tier, web applications, multithreading, automated testing and continuous integration) * Knowledge of javascript frameworks (Angular is preferred) * 5 years of extensive coding experience in Python. * Some experience in Java * Basic SQL knowledge * Strong ability to communicate technical concepts clearly and effectivelyPreferred Qualifications:  * Extensive working knowledge of music publishing or experience working with music rights data. * Experience with YouTube's content management system (CMS), Google3, Arcata, and Dremel/Tenzing a plus * Experience with Hadoop/Map reduce technologiesResponsibilities:  * Collect requirements * Design, implement, test, and launch solutions * Support users of the developed system  ID: 508408 Type: Contingency Salary: Up to $135k base",Sr. Python Developer,dice.com,"AngularJS, Architecture, Automated, CMS, Content Management, Developer, Development, Hadoop, HTML, HTTP, Java, JavaScript, Management, Python, SQL, Testing",Manhattan, NY
