Position,Company,Description,Loc_state,Loc_city,Skills,Type,Source
SQL DBA Job in Charlotte,NA,"Title: SQL DBALocation: Charlotte, NCDuration: 6+ month contract to hireCompensation: 50/hr to 65/hrWork Requirements: U.S. Citizens, Green Card Holders, and those authorized to work in the U.S. for any employer will be considered.Overview:TekPartners has some of the most sought after Information Technology positions available. As a reputable company in the IT staffing industry, you can trust us to place you in the right position. We currently have an opportunity for a SQL DBA in Charlotte, NC.Skillset / Experience:   ? Install and configure new SQL Servers/SSRS/SSIS/SSAS application to specified guidelines or 3rd party application requirements ? Administer all SQL Server environments (i.e. Development, Test, Production) ? Maintain, support, and augment transactional replication ? Install and test upgrades and patches on existing SQL Servers ? Perform database migrations ? Troubleshoot SQL Server performance issues ? Maintain daily database maintenance tasks ? Creation of a database backup and restore QA process ? Work with other teams and 3rd Party vendors for application deployments ? Alerts/Notification management and resolution ? Provide on call 24x7 support of database systems Education/Experience Bachelor's Degree in IT/Computer related discipline, or equivalent experienceWork Requirements ? 3 ? 5 years of production database management experience.Knowledge/Skill Requirements  ? Fluent understanding of basic database maintenance tasks (i.e. DB Integrity Checks, Index Maintenance, etc.). ? Production experience implementing and managing transactional replication. ? Understanding of database backup, recovery processes. ? Ability to troubleshoot and resolve performance issues in production environments. ? Ability to multitask and adjust easily to changing priorities or projects. ? Possess excellent analytical and problem solving skills. ? Ability to work extended hours, including weekends, holidays and participate in on-call rotation. ? Demonstrates strong oral / written communication and listening skills. ? Demonstrates close attention to details and accuracy.  Our benefits package includes: Comprehensive Medical Benefits Competitive Pay 401K Retirement Plan And Much MoreAbout TekPartners:TekPartners is one of the fastest growing private staffing firms in the United States. We are a premier provider of highly qualified IT talent, Workforce Solutions and Business Intelligence Solutions to many enterprise organizations across the nation. As experts in the industry, our team continues to match proven talent to the right job opportunity every day. TekPartners is an Equal Opportunity Employer. ",NC,Charlotte,NA,Full Time,monster.com
Business Intelligence Developer Job in De Pere,NA,"Job Description Job #:  696060Apex Systems is currently seeking a Business Intelligence Developer for a contract-to-hire position located in De Pere, WI.  If your skills meet the description below please send your resume to Bobby at bhooper@apexsystemsinc.com Contribute to software development activities by developing, documenting, testing, modifying and maintaining new and existing software applications. Apply standard techniques, procedures, and criteria to the development life cycle. Bring application(s) and technology expertise to the specification and design development process. Provide technical expertise on assigned applications, to include interfaces and interrelationships with other applications and systems. Receive technical guidance and day-to-day direction from Software Engineers and Senior Software Engineers.RESPONSIBILITIES:Under the direction of Business Systems Analyst and Software Engineer, translate Business Requirements and Technical Designs into ETL mappings, cube/metric, report, and/or dashboard specifications.Work with Business Solution Analyst, Architect, and Engineer to ensure designs are correctly interpreted into maps and specifications.Develop, document, test, modify, implement, and maintain BI solutions.Troubleshoot, optimize and tune BI solutions.Create and execute unit test plans based on requirements.Under direction of Software Engineer, evaluate existing BI solutions to identify opportunities for automation and efficiency gains.Manage BI solution work efforts on multiple complex projects and recognize relationships/synergies between them.Work with various IT and business teams to analyze data in the data warehouse, data marts or operational systems.Maintain existing code and fix bugs when needed.Occasionally provide off-hour production support.Utilize metadata management tool capabilities to ensure metadata is available to and usable by business and technical teams.Utilize data quality tool capabilities to facilitate the implementation of business-defined data quality rules.Assist with documentation of tasks and processes for business and technical teams’ use of data quality, metadata, and ETL tools.Required Qualifications:Working knowledge of report development using Microsoft SSRS.Understanding of development process for data cubes, reports, dashboards, and pivot tables.Knowledge of IT testing practices.Understanding of relational database management system (Oracle, SQL Server, etc.).Ability to translate client/business needs and software designs into coding specs.Strong analytical, problem solving, and thought leadership skills.Strong communication skills with the ability to influence effectively.Highly motivated self-starter with the ability to be an independent thinker, strong attention to detail, and high level of personal accountability.Proficiency in Microsoft Word, Excel, PowerPoint, Access, Visio and Outlook.A passion for continuous learning and staying informed of the latest trends and technologies.Preferred Qualifications:Working knowledge of cube development using Microsoft SSAS.Working knowledge of Microsoft Power Pivot, Power View, and Power BI Desktop.Experience creating dashboards.Development experience in a data warehouse/Business Intelligence.Hands-on development experience using ETL tools and building ETL processes (Informatica platform preferred).Experience working on large volume data integration projects across disparate data sources and targets.Experience developing databases using SQL Server.Understanding of metadata management and data quality principles.Experience with data quality management tools and metadata management tools (Informatica platform preferred).Bachelor’s degree in Computer Science, Information Systems, or related field of study.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739.",WI,De Pere,NA,Full Time Employee,monster.com
Data Analyst( Business Data Analyst) With Mortgage exp. Job in Dallas,NA,"Position:  Data Integrity AnalystLocation: Dallas, TXDuration: 3-6 Months with possible extension Interview process will be phone and then in person Only US citizen and GC  Summary:The position will be responsible for validating, gathering, and analysis of various reports filed with external parties on a monthly, quarterly, and yearly basis. The position will research all aspects for various compliance tools and reports while working with the various business lines to address gaps and make recommendations to management for correction of those gaps.Responsibilities:·         Working primarily under the direction of the VP of Compliance Data Integrity.·         Candidate must be able to review and understand the various data sources and compliance tools.·         Must be able to investigate a variety of origination-related issues using various research tools, to validate the external reporting and internal executive management reporting.·         Must be responsible in identifying risk exposure within the data by performing forensic analysis on the datasets and conventions for data pulls. A significant level of accuracy and efficiency is required to maintain accuracy of various business rules, data dictionaries, and documentation, with minimal supervision, to ensure compliance with internal and external compliance data requests and requirements.·         The analyst must also have the ability to identify trends to minimize risk for Nationstar and effectively communicate findings to the management, fluency in Office products, especially Powerpoint and Excel are needed.·         Gets first-hand customer information and uses it to validate and review·         Written Communications: Is able to write clearly and succinctly in a variety of communication settings and styles; can get messages across that have the desired effect.Required Skills:·         5-7 years of ­­Data Analysis experience·         Must have strong SQL skills·         Must have experience with reporting tools·         Experience with Microsoft Excel, Powerpoint, SQL Server Management Studio and Visio·         Must have knowledge of underwriting·         Must have in depth understanding of the Residential Mortgage process from originations.·         Confident and persuasive personality, with strong analytical skills and ability to multitask while maintaining a high level of attention to detail.·         Ability to effectively communicate verbally and in writing, with all levels of management and other departments. ·         Bachelor's degree in Finance, Accounting or Business Administration or equivalent experience",TX,Dallas,NA,Full Time,monster.com
Software Engineer - SQL Developer Job in Irving,NA,"Position Overview The successful candidate will be involved in the design, analysis, coding/debugging and maintenance of web based application software. We create firmware, custom application, reporting interfaces and web applications to serve our global customer base. We are looking for a confident and dynamic SQL Developer who is eager to make an impact with a growing team.What You Will Be Doing We are working on enhancing and expanding our custom software applications features and building out our cloud portal that customer’s access.What You Need for this Position At least 5 years of experience and knowledge of:Design and development using Microsoft SQL Server 2008+, SSIS, Advanced T-SQL stored procedures, User Defined Functions, Triggers and CLRsExperience with ETL applications, XMLDBA Experience including but not limited to:Creating and maintaining Maintenance PlansCreating and maintaining security login modelsInvestigate performance issues and suggest ways to increase performance including server configuration changes, or index/schema/query changesInstall and configure new SQL ServersApply SQL Server upgradesSQL Server Analysis ServicesSQL Server Integration ServicesSQL Server Reporting ServicesImplement and utilize scheduled jobs.Experience in web-based application developmentStrong oral and written communication skills and comfort with all levels of managementAbility to operate in a small company environment and eager to take on new responsibilitiesDegree in Computer Science preferred, or equivalent experienceStrong analytical and communication skillsMust be authorized to work in the United States on a full-time basisExperience in the following areas a strong plus Experience with Microsoft .Net technologies: ASP.net, C#, Web Services, TFSExperience with Agile (Scrum) methodologiesWhat's In It for You? Competitive salaryGreat company benefits with medical, dental and vision options401(k) planGenerous vacation timeCareer advancement opportunitiesDynamic fun work environmentReasons to Work with Us  Opportunity to work with state-of-the-art embedded hardware. Develop applications that will continue expanding our industry leading systems. Work with an exciting global team. Opportunity for career growth and advancement",TX,Irving,NA,Full Time,monster.com
Data Scientist Job in Dallas,NA,"« back Learn More Data Scientist Job #:  643939Job DescriptionThis Data Scientist is responsible for compiling and analyzing data for the company as it relates to the Analytics objectives. The individual will be part of a team of Data Scientists that develop integrated analyses, reports, projections, and demonstrations. The Data Scientist will work both individually and with team members and utilize this information to make savvy decisions for the company.Responsibilities Produce effective quantitative analysis using both tools and creative thinkingIdentify and analyze trends or customer insightsCreate advanced analytical problems and theories.Facilitate sessions with senior level management for info/requirement gatheringCreate hypothesis, inspect all facets of analyses and validate the details behind the numbers and/or processes involvedLead work in linear regression testing, complex queries, segmentation, churn analyst to ultimately increase customer acquisitionCreate and design risk modelsPredict profitability based off of research and analysisMake suggestions for process improvement and other solutions to the companyQualifications5 years of SQL experienceUnderstanding of or statistical packages such as SAS, SPSS or R. Experience gathering requirements for management teamsTrack record in the development of methodologies and best practices.Excellent oral and written communication skillsAbility to communicate matters both technically and non-technicallyAttention to detailLearn More",TX,Dallas,NA,Full Time Employee,monster.com
Data Analyst Job in Dallas,NA,"ACTIVE Network® is the leading global marketplace for activities and events, connecting participants and activity organizers, while offering unparalleled business intelligence through our industry-leading data solutions and insights platform that helps organizers drive increased participation and revenue.  ACTIVE Network annually processes nearly 100 million registrations and more than $3B in payments for over 47,000 organizers and 200,000 activities and events worldwide. Our enterprise-level ACTIVEWorks® platform offers organizers leading-edge SaaS technology that streamlines the administration of activities and events.  Our ACTIVE Network Activity Cloud™ platform combines data analytics and business intelligence tools to provide actionable insights that help organizers better manage their events and increase participation.  Founded in 1999, ACTIVE Network is headquartered in Dallas, Texas with offices throughout North America, Europe, Asia and Australia.  For more information, please visit ACTIVEnetwork.com and follow us on Twitter.ACTIVE is looking for a seasoned Data Analyst  to provide thought leadership in its Product Management Team. We are seeking an individual with high technical competencies who can drive best practices, building reporting efficiency, applied research and insight discovery. This is an exciting position in which you will be solving high-impact real-world business problems.Roles & Responsibilities:Partner with business and product team stakeholders to interpret analytics needs, identify KPIs and implementation requirements, monitoring results and deliver analytical findingsInfluence product and feature priorities by providing actionable insights and recommendationsDeliver executive dashboards and reports, working closely with leadership and managementCreate process efficiencies through automation (report delivery, dashboard creation and data management)Drive a pipeline of challenging data analysis, while managing expectations with stakeholdersKeep up to date with web analytics trends and best practicesExperience, Skills & Qualifications:Minimum 3 years of experience designing web analytics solutions for Adobe Analytics/SiteCatalystExperience with Adobe Analytics report builderDeep knowledge and understanding of how Adobe Analytics works in terms of the variables and their relationship to each otherAbility to accurately and efficiently translate a client's reporting needs into a viable web analytics solutionAbility to determine what the client's reporting needs actually are rather than simply taking a request and implementing it.Thorough understanding of how the solution flows through to reporting.Ability to review the tagging implementation and troubleshoot with tagging specialist to ensure the correct metrics are being collected.Demonstrated ability to work with both the client/business in eliciting requirements, and with developers to implement the solution.Experience successfully communicating with developers to ensure proper and timely implementations.Experience with implementing Google Analytics (especially Universal) preferred.Other Desired Skills and Experience:Experience with data analysis tools, stats packages (Excel, Access)Ability to work independently and in a team to produce innovative solutions to challenging business problemsAttention to detail and data accuracyStrong client services mentality and consultative skillsSuperior collaborative and communications skills (written and verbal) A minimum of Bachelor’s degree in Computer Science, Statistics, Mathematics, or equivalent is required for this position. MS or PhD is preferredACTIVE Network Perks & BenefitsHealth, Vision, Dental, Pet Insurance and 401KState-of-the-art office space in Downtown Dallas including an indoor park, tavern, ACTIVE Tech Shop and more!On-site yoga classes, groups runs, Daily Dose workouts/training programs and Morning Milers through our ACTIVEx Corporate Wellness ProgramHookups and discounts for races, events, tickets, activity gear, bike purchase program and more!Give back with our ACTIVEx Charity Challenge partnership benefitting Kids in the GameContinue your professional development through our ACTIVE Learn online learning systemActive Network is an equal opportunity employer.  Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.  ",TX,Dallas,NA,"Full Time , Employee",monster.com
SQL BI Developer Job in Dallas,NA,"Local growing company is seeking a talented SQL BI Developer who will be supporting the design, implementation, and integration of data warehouses, data marts, and cubes.Skills:SQL programingBI stack-SSIS, SSRS, SSAS (SSAS experience is required)ETL process and loading data mart/warehousesStar, Snowflake, SchemaUnderstands OLAP-OLTPBuilding and deploying cubesFOR CONSIDERATION PLEASE APPLY ONLINE",TX,Dallas,NA,Employee,monster.com
Software Engineer (JavaScript & Related) Job in Dallas,NA,"Software Engineer (JavaScript and related), video Communication, and web based systemsNorth Dallas Suburbs Apply your software development skills in a group that’s expanding its technical focus in a variety of video based display, video commutations, web interactivity and billing operations!  Focus will range from back-end development to GUI interface designs that will enhance the customer user experience and in an interactive web based setting.  Basic Duties:Will develop web based applications in JavaScript and web languagesMySQL database development and designing queries to the databaseWill serve in a mid or senior level role depending upon capabilitiesWill work hand and hand with lower level embedded software engineers and Linux users and while communication layers with lower level systems Skills sought: 4+ years of development in Linux or UnixExperienced with JavaScriptA strong combination of skills in the following areas: PHP, Perl, MySQL, C/C++, CSS, Java, Browser based systemsA strong plus would involve a set-top-box background, Multicast experience, IPTV, telecom or any video standard.Experience in development of billing processing software across any industryPoint-of-Sale (POS) would also be a big plus This is not A C# / .Net environment but please feel free to inquire about other positions in this area. Salary: 80-100k Please send your MS Word formatted resume to resume@alynpatrick.com  for immediate consideration. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, national origin, disability, age or veteran status.   ",TX,Dallas,NA,Full Time,monster.com
SQL Server Database Architect Job in Dallas  function wrap(EL,NA,"Paladin Consulting is currently hiring a SQL Architect Manager to join our team working onsite at our client's office located in Dallas, TX.We work with companies that offer environments for our employees to contribute, learn, and advance their career. We treat you like you are part of the family.Job Title: SQL Architect ManagerWork Location: Dallas, TXLength of Position: 6 month contract with option to hireEducation and Certification Requirements: Bachelors Degree Must have a credential/certificationJob Description: The SQL Architect Manager will lead a group of SQL Developers as part of the Tax Technology Data team The role will design and deploy the future tax technology data platform The SQL Architect Manager will be able to multi-task across various high priority tactical projects (1-day - 1-week long) and on long-term strategic initiatives requiring work across the organization with team members in Dallas or remote Collaboration with other tax technology partners and teams will be essential, including a data analytics team, a technology middleware group, and various 3rd party vendorsSkills Required: MS SQL Server Design and Architecture Experience, 5+ years Data Warehousing Experience, 5+ years Expertise in T-SQL, stored procedures, logical/physical schema design, 5+ years ETL experience, preferably MS SSIS or similar tool, 5+ years Good communicator, both face to face and on the phone: experience writing design documents or white papersOther Skills/ Abilities / Would Be Nice MS SQL Server Certification Team Foundation Server MS SQL Server Reporting Services/SSRS MS SQL Server Analytics Services/SSAS QlikView or Tableau experience Big data experience with Hadoop, any of MapReduce, HDFS, Pig, or Hive Experience with a schema design tool like ERWin Domain experience in corporate or partnership taxFor more information or to view other opportunities, visit us at www.paladininc.com Paladin is an EEOC employer. We drug test and background check!",NA,Dallas,NA,Full Time,monster.com
Sr. Python Developer Job in Dallas,NA,"Experis IT, a Manpower Company, is seeking a Sr. Python Developer with Django, MySQL background for our Fortune 500 client located in Dallas, TX.You can see it; more challenging work, a more interesting work environment, the opportunity to use your finely honed skills to make a real difference and to collect pay that reflects your talent and expertise. If this is what you see for yourself, you need to talk to Experis.Through our reach and resources, Experis brings you career options you couldn't find on your own. We're experts at placing each of our candidates into their ""dream job"" - one perfectly matched to skills, ambition and lifestyle.Sr. Python DeveloperJob Description:6-8 years of Python development experience3-4 years of User interface development in Django.4-6 year database development experience with an enterprise data vendor product (any RDBMS), mySQL is nice to have.Strong developer well versed in the Django framework.Should have strong UI building capabilities based off JavaScript and related libraries.Embedded MySQL skills but should also understand SQL Server and be able to work with Powershell.Experience in Automation would be a plus (Bladelogic/Atrium or commensurate products)Requirements: Scripting: Python (2.7, 3.3), Powershell, Bash, Javascript and related libraries, HTML5.Framework: DjangoDatabase: MySQL, SQL ServerWebserver: ApachePlus: Automation experience*We cannot work C2C for this opportunity and we are unable to offer sponsorship at this timeExperis is an Equal Opportunity Employer (EOE/AA)",TX,Dallas,NA,Full Time Temporary/Contract/Project,monster.com
Lead Data Analyst Job in Dallas,NA,"RESPONSIBILITIES:Kforce has a client that is searching for a Lead Data Analyst in Dallas, Texas (TX).Responsibilities: The essential job functions as stated are intended to describe the general nature and level of work being performed by individuals assigned to this job. The stated job functions are not intended to be construed as an exhaustive list of all job responsibilities, duties and skills required of personnel. Greets customers to the department and refers them to appropriate personnel using AIDET and Service Etiquette StandardsRelease of information including: Assists with answering and handling of incoming phone call requests pertaining to release of information Processes requests for patient information to ensure proper authorization for all release of information requests including invoicing requests requiring payment Is knowledgeable of state and federal legislation regulating the release and processing of patient information Monitors on-site reviews of medical records Opens, sorts and distributes incoming mail to appropriate personnelServes as a liaison with the Medical and Dental Staff by assisting them with medical record completion including: Prints and compiles Physician suspension letters and reports Ensures the Physician delinquency procedures are performed accurately and timely to reactivate Physician's admitting and scheduling privileges as appropriate Follows departmental policies and procedures as well as Medical Staff Rules and Regulations in regards to the medical record completion activitiesMaster patient index database maintenance including: Coordinates and communicates with Access Services and downstream departments as needed Interacts with the enterprise master patient index team on issues as they arise Monitors and maintains tasks generated in the master patient index application Researches and resolves local and enterprise master patient index errorsREQUIREMENTS:The ideal candidate will have similar skills and abilities to perform the duties listed above. Any relevant education and/or training will be considered a plus.",TX,Dallas,NA,"Full Time, Temporary/Contract/Project",monster.com
JavaScript Web Developer (Mid to Senior) Job in Dallas,NA,"JavaScript Web Developer (Mid to Senior)DetailsLocation: Allen, TX 75013Position Type: Direct Hire Hourly: BOE! Residency Requirements: US Citizens and those authorized to work in the US are encouraged to apply. No sponsorship is being offered at this time. No third party candidates will be accepted. ABOUT THE POSITION GTN is searching for a JavaScript Web Developer for a Direct-Hire opportunity in Allen, TX with a well-funded start up. The JavaScript Web Developer will help to build out mobile management and analytic web applications for our client’s revolutionary product. This is an opportunity to drive the design of backend (services) and interact with product management directly to define the overall direction of the platform. REQUIRED EXPERIENCEBachelor’s Degree in Math, Physics, Engineering, and/or Computer Science.4 years of experience developing and debugging high-visibility production web applicationsSignificant experience with web technologies: HTTP, SSL/TLS, REST, JSON, WebRTC, HTML 5, CSSComfortable and fully productive in a UNIX-like environment with ability to build software from source code if necessarySolid amount of experience with object/module-oriented JavaScript and frameworks including jQuery, Ember.js or AngularJS, bootstrap.js, Backbone.js, C3.js or D3.js, KnockoutJSExperience working with multiple database systems (relational, hierarchical, and document-based)Hands-on experience developing, deploying, and maintaining production web applicationsExtremely comfortable working in a fast-paced, high-pressure environment, while remaining flexible and adaptive to changeHigh level understanding of business flow, feature usage/priority, and product strategy PREFFERED SKILLSMVC frameworks (Play MVC, Ruby on Rails)   ",TX,Dallas,NA,Full Time,monster.com
Enrollment Data Analyst Job in Irving,NA,"Randstad is seeking Enrollment Data Analyst, for a large healthcare company located in Irving, TX.The Enrollment Data Analyst will support Employer Groups submitting electronic files to enroll their Medicare D eligible members into a Medicare Part D plan for CVS|Caremark. The Data Analyst - Enrollment will be expected to load employer group enrollment files within mandated CMS turnaround times, monitor processing, prepare and distribute client status reports on a daily or weekly basis. The Enrollment Data analyst will be responsible for performing medium to complex data analysis of employer group data to identify and resolve enrollment related issues. The Enrollment Data Analyst will work closely with their Clients and internal partners (primarily account management) to ensure the timely, accurate, and compliant enrollment, maintenance, and disenrollment of the client's beneficiaries.The Data Analyst - Enrollment will draft, review and provide input into operational work instructions, policies and procedures as necessary. In addition, the Enrollment Data Analyst may be asked to complete assigned tasks for projects, taking direction from a designated project lead, on an as needed basis. As Medicare Part D Enrollment is highly regulated by the Centers for Medicare and Medicaid Services (CMS), there is a great deal of emphasis placed upon compliance. Many of the deliverables associated with this position are time sensitive in nature, due to CMS mandated delivery dates and/or internal turnaround times that must be met. The Enrollment Data Analyst must continually review CMS guidance to ensure their defined processes and work instructions remain compliant.Working hours: 8am-5pm M-FSkills:The Enrollment Data Analyst is required to have current working knowledge of Electronic Data Interchange formats and file transfer protocols, as most employer group or SPAP enrollments are done via electronically submitted batch files. The Enrollment Data Analyst must have intermediate to advance level experience with MS Excel and Access to perform analysis and/or map client data. Should have: Client business interaction experience Data Analysis using Excel and AccessTemp to hire for right candidate: MUST have a minimum of two years account management experience, particularly in a business-to-business setting, preferably in account management and/or Implementation Healthcare, PBM, or Insurance experiencePay Rate: $22.66/HRPlease apply with updated resume.Randstad is a world leader in matching great people with great companies. Our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company. Whether you're looking for temporary, temporary-to-permanent or permanent opportunities, no one works harder for you than Randstad. EEO Employer: Race, Religion, Color, National Origin, Citizenship, Sex, Age, Disability, Ancestry, Veteran Status, Genetic Information, Service in the Uniformed Services or any other classification protected by law.",TX,Irving,NA,Full Time Employee,monster.com
Data Warehouse and Business Intelligence Manager Job in Irving,NA,"You will be responsible for managing the enterprise data warehousing, business intelligence and operational reporting for the enterprise applications. You will be managing a team of over 20 resources on and offshore across multiple disciplines. This group is going to eventually move into more of a center of excellence for the organization and enterprise applications projects. You will be driving and leading the architecture and road map for the EDW, BI and reporting. This position will require you to lead discovery sessions and present to Executive Leadership your strategy and approach for EDW, BI and operational reporting.8+ years IT industry experience ability to architect systems 3+ years management and leadership experience ability to oversee a team of 20+ resources Strong background in Enterprise Data Warehouse architectureStrong background in Business Intelligence architecture Agile methodologyExcellent written and verbal communication",NA,NA,NA,Full Time,monster.com
NonIT-Business Data Analyst Job in Irving,NA,"Job Description: Working closely with business owners to gather requirements and understand business needs Evaluate and provide input/feedback on tools being used for ETL and visualization Identify data needed to illustrate project success and opportunities Locating viable source(s) for data needed Determining best method of retrieving, analyzing and displaying data Linking data sets with other data sources Ability to clearly illustrate, explain and orient varied stakeholders & audiences, insuring a clear and concise understanding of analysis/output Working closely with business owners to gather requirements and understand business needs Evaluate and provide input/feedback on tools being used for ETL and visualization Identify data needed to illustrate project success and opportunities Locating viable source(s) for data needed Determining best method of retrieving, analyzing and displaying data Linking data sets with other data sources Ability to clearly illustrate, explain and orient varied stakeholders & audiences, insuring a clear and concise understanding of analysis/output Experience: Minimum 1 year experience with Tableau. Minimum 3 -5 year experience with ETL, DBA Minimum 1 year experience with IBM Cognos cubes, models and reporting studio Minimum 3 -5 year experience with Dimensional Modeling including Star Schema and Fact and Dimension tables Education: Bachelors Degree in a technical field, including computer information systems, computer science etc preferred, or equivalent work experience May require some travel to Basking Ridge, NJ for meetings.Experis is an Equal Opportunity Employer (EOE/AA)",TX,Irving,NA,Full Time Temporary/Contract/Project,monster.com
MS SQL Server DBA Job in Dallas,NA,"The Data Base Administrator (DBA) is responsible for providing technical support for the database environment including overseeing the development and organization of the databases, assessment and implementation of new technologies, and providing Information. The DBA is challenged to work with architecture, application development and operations to help achieve a state-of-the-art environment that meets current and future business objectives. Develops a methodology for the ongoing assessment of database performance and the identification of problem areas. Develops a security scheme for the database environment, as well as assisting in disaster recovery if necessary. Provides leadership during the development and enhancement of production applications including working with applications, technical support and operations during the design, development and implementation of applications. Work with the transaction processing area to develop both the physical and the logical database administration functions and assists in the development of our processing database and computing environments.SKILLS:Degree or equivalent experience in one of the following subject areas: Computer Science, Business Administration, Information Technology or related field2 -3 years IT operation with strong understanding of database structures, theories, principles, and practices3-5 years Microsoft SQL Server experienceUnderstanding of, and experience with, server-client computing and relational database environmentsExperience with data management and data processing flowcharting techniquesKnowledge of reporting and query tools and practicesGood understanding of the organizations goals and objectivesGood interpersonal, written, and oral communication skillsTechnical documentation skillsAbility to present ideas in user-friendly languageSelf-motivated and directed, with keen attention to detailAble to prioritize and execute tasks in a high-pressure environmentExperience working in a team-oriented, collaborative environmentGood written and oral communication skillsRequired SkillsWorked with SQL Server 2008 - up to 2012R2Database AdministrationDatabase TuningDatabase ManagementDatabase SecurityRDBMSBachelor’s Degree or equivalent experienceFOR CONSIDERATION PLEASE APPLY ONLINE ",TX,Dallas,NA,Full Time,monster.com
Database Administrator / Advanced SQL Developer Job in Dallas,NA,"Job Title: Database Administrator / Advanced SQL DeveloperLocation: Dallas, TexasClassification: Full-time ExemptJob Summary: The Database Administrator / Advanced SQL Developer is responsible for maintaining the ISNetworld SQL Server databases. ISNetworld is running a huge web application written in ASP.Net, and supported by multiple SQL Databases adding to a total of over 10 Terabytes, some of which are over 1 TB in size. It is also an opportunity to apply skills in a dynamic work environment while developing well-rounded competencies in ISN’s products and services. As a member of ISN’s Product Development team, you will be introduced to hands on development. The position exposes individuals to the complete Software Development Life Cycle.1.0 Primary Duties & Responsibilities Specific duties and responsibilities include: Fine tuning and maintenance of SQL Server databases for ISNetworld Actively monitor SQL Server databases, enhance database performance and ensure that the databases are running at the optimum speed Resolve database performance and capacity issues Develop and design database objects, such as tables, stored procedures, functions, etc. Manage SQL Replication, Database Backups and Database Maintenance plans across multiple servers Work with developers to analyze execution plans and tune queries Administer Windows Servers and IIS Research and develop new ways to improve existing functionality Proactively analyze and bring forth ideas for continuous improvement Support and participate in the organization’s Continual Improvement Program to conform to ISO 9001 requirements by complying with the Quality Policy and procedures and meeting QMS objectives All employees have a professional duty to provide any information related to security issues, incidents or situations that present a potential security risk to the ISO Team, ISN Management or their Supervisor Other tasks and projects as directed by supervisor2.0 Requirements 2.1 Education and Training  Bachelor’s degree in Computer Science or related field from an accredited university and/or equivalent work experience Strong knowledge and experience with database tuning, query optimization, SQL replication, database backups and restore, data migration tools, database design and data analysis Database Development using T-SQL; writing complex queries, stored procedures and functions Knowledge of VB.Net, C#, and ASP.Net a plus",TX,Dallas,NA,Full Time,monster.com
Principal Member of Technical Staff Data Scientist Job in Dallas,NA,"We are looking for a Principal Member of Technical Staff to work in our Wireless Network Architecture and Design/Access Architecture and Devices Group. Read below to learn about the exciting career opportunity we have waiting for you! In this role, the Principal Member of Technical Staff, will be recognized in the company as a technical leader within a specific area and may lead projects of small to medium size and technical breath. Come to work every day and get involved in designing and developing new and emerging technology. Some duties of the job include: Create service KPIs and drilldown methodologies for the virtualized or hybrid platform Develop solutions for efficient network monitoring and troubleshooting in the virtual environment Design of real-time analytics for radio access network Create prototypes of RAN control algorithms on an open programmable platform Drive NFV/SDN implementation in the access network. Education: Ph.D or Masters degree in Computer Science, Electrical Engineering, Software Engineering, or Mathematics. Experience: Ph.D in an approved field with a minimum of 4 years of relevant experience, or Masters in an approved field with a minimum of 6 years of relevant experience. Required Qualifications: Solid understanding of AT&T RAN and core network architecture Experience in network modeling, simulation and statistical Analysis Hands-on software architecture and development. Familiar with Agile/Test Drive Development process Deep operating systems knowledge with advanced concepts such as virtualization, containers and micro services development Working knowledge of open source development, kubernetes, Docker, open stack, etc Complex distributed algorithm development skills Advanced skills in object oriented programming, C, C++, Java, PERL, Python, etc Expert knowledge of machine learning, big data and real-time analytics. Development experience in distributed dataset, Hortonworks, STORM, Spark, KAFKA, etc A good communicator and fast learner Desired Qualifications: Outstanding academic background and working knowledge of state-of-the-art technologies, and/or Extensive vendor experience in design and development of RAN features across L1-L3",TX,Dallas,NA,NA,monster.com
