Position,Company,Description,Loc_state,Loc_city,Skills,Type,Source
SDET Test Engineer w/ Object Oriented Development /  ETL / BI / DWH,Crossfire Consulting Corp,"Local Candidates - Phone followed by In Person InterviewMUST HAVE: Object Oriented Development: ( C#, Javascript, ASP.net , etc.) with PL/SQL skills.Secondary skill is: Testing and understanding of BI platforms/db's/ETL / DWH and Test Automation.This is an SDET position not a straight tester/qa position - must have the object oriented development background.As a Software Development Engineer in Test (SDET), you'll join an internal Data Quality team working to ensure the quality of our BI platform.You will get to work with Oracle, Netezza, AWS and Hadoop to solve complex testing problems and work directly with ETL & Visualization developers to find the best solutions.You'll be working closely with engineering, product, and users - designing and actualizing a range of automated and manual tests across our products.As a Software Development Engineer in Test (SDET) you will be responsible for developing and executing comprehensive suites of automation test plans and test cases, maintaining and adding to existing automation framework, continued evaluation of test cases for inclusion in regression, automation for newly integrated features, and development of toolsets to augment QA and Development testing.Specific duties and responsibilities include creating, maintaining and executing test plans and test cases against our hardware and software platforms, estimating test efforts, analyzing and communicating test results, defect tracking and participating in day to day QA Activities. This can also include the writing of specialized testing tools for use in testing our Business Intelligence platformEssential Duties/Responsibilities:Understand data analytics, data quality and reporting functionality and assessing automation feasibility to identify test complexity and effortUnderstand and enhance the existing data & reporting automation framework to make it more robust and manageableInvolved in processes such as automating unit/regression scripts, quality assurance, defect management and data analysisEnsure product quality and timeliness of efforts, and provide timely reports of workParticipates in problem prevention and continuous improvement projectsWork in close collaboration with software developers/engineers, stakeholders, and end users within engineering processesMeet deliverable requirements, service measures and specific targets, including on-time/on-budget and first-timeDesign and execute test cases to verify the extraction, transformation, and loading (ETL) of dataDevelop automated tests to ensure appropriate Data Warehouse processing of incoming data and report generation (where needed)Verification of data loaded in to the data warehouse, ETL process to ensure proper data handling, data content and business rulesDevelop and execute automated tests for functional and performance testingHave a data-driven approach to quality evaluation and monitoringBe responsible for the design and execution of test plans and test cases for data pipelinesProvide test and QA support for data teamPerform manual testing and develop automated tests using Hadoop/EMR data processing pipelines and high scalability API ServicesMaintain and extend test environments, automation frameworkDevelop test tools and automation in Ruby/Java and other toolsKnowledge and Skills Required:3+ years of work experience in software delivery with competencies in data analytics, data warehousing, software quality and test automation.Strong coding skills, with experience with one or more major coding language (.NET,WCF, C#)Scripting knowledge of Javascript, Jquery, and Powershell3+ years of experience developing and testing Business Intelligence systemsExperience with Data Quality (big data, analytics, statistics) would be a bonusHighly proficient in schema analysis and SQL developmentExcellent problem solving and analytical skillsStrong working knowledge of SQL Able to query complex datasets and derive conclusions, including using all types of joins between multiple tables",NY,Bethpage,"Object Oriented Development,  C#, Javascript, ASP.net, PL/SQL, Testing of BI / ETL / DWH, Test Automation, SDET","Contract Corp-To-Corp, Contract W2, 6+ months",dice.com
Python Developer,8K Miles Software Services,"Job Title : Python DeveloperLocation : Bronx, NYDuration :  Long Term* 4-10 years of experience programming in Python. * Experience working with SQL, MS SQL Server, Transact-SQL, etc. * Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3. * Experience with performance monitoring, testing and tuning * Experience with TDD (Test Driven Development) * Understanding of concurrent and parallel computing, multithreading * Experience working within an Agile environment",NY,Bronx,4-10 years of experience programming in Python.,"Contract Corp-To-Corp, Contract Independent, Contract W2",dice.com
Python Developer,CyberCoders,"Minimum Required Skills:Python/Django, AngularJS, MySQL/PostgresSQL/NoSQL, RESTful, Version Control, Performance Tuning / Scale Out, Amazon Web Services, Agile Development, ESB Architecture,  Software ArchitectureWe are a rapidly growing venture funded Customer Experience platform provider based in Brooklyn, NY! Our customer-centric platform is powered by data analytics and is disrupting the insurance industry and already making a huge impact. We are looking for an experienced Python developer to join our team and help us take our business to the next level.Top Reasons to Work with UsCome into work every day and enjoy working with cutting edge technology in a collaborative team environment! When you need a moment to refocus take advantage of our arcade, pool table, foosball table or Friday happy hour!What You Need for this PositionStrong Experience and knowledge of:- Python/Django- AngularJSExperience working with most of the following:- Amazon Web Services- MySQL/PostgresSQL/NoSQL- RESTful- Version ControlWhat's In It for You- Competitive base salary and overall compensation package- Full benefits: Medical, Dental, Vision- 401 (K) - Generous Paid time off (PTO)- Stock OptionsSo, if you are a Python Developer with experience...1. Apply directly to this job opening here!or2. E-mail directly for more information to Justin.Johnson@CyberCoders.comApplicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",NY,Brooklyn,"Python/Django, AngularJS, MySQL/PostgresSQL/NoSQL, RESTful, Version Control, Performance Tuning / Scale Out, Amazon Web Services, Agile Development, ESB Architecture, Software Architecture - Python/Django, AngularJS, MySQL/PostgresSQL/NoSQL, RESTful, Version Control, Performance Tuning / Scale Out, Amazon Web Services, Agile Development, ESB Architecture, Software Architecture","Full Time, Full-time, Employee",dice.com
Business Analyst/Data Analyst,Citadel Information Services Inc,"Tasks & Duties â€¢ Develop system design specification â€¢ Develop and prepares documents for the general design of solutions that meet system and security requirements, including the selection of alternative approaches. â€¢ Develop specifications for databases, communication systems, hardware, network, security, storage and software configurations. â€¢ Develop structured diagrams for the specifications of databases, communication systems, computer or storage area networks, security or network programs. â€¢ Develop, compiles, maintains and documents configurations of the following: databases, servers, computers, security and network monitor systems, packaged programs, macros, utilities, and communication systems. â€¢ Develop system documentation â€¢ Develop operational and installation procedures for communication systems, hardware, network, security, storage and software. â€¢ Develop guidelines and upgrade techniques of new operational procedures for the support of databases, hardware systems, operating systems software, network systems software, security and client server systems. â€¢ Develop detailed systems operations designs. â€¢ Perform System Design/Coding â€¢ Work with MIS staff (e.g., managers, senior programmers, support staff, product manager) to plan program code implementation, enhancements and changes â€¢ Create, test and maintain program code â€¢ Design reports, audit trails/logs, security mechanisms â€¢ Provide assistance to MIS technical support staff when they are unable to resolve a programÂ Â Required Skillsâ€¢Â  Minimum 8 Years Experience with writing application software, data analysis, data accessâ€¢Â  Minimum 8 Years Experience with data structures, data manipulation, databases, design, programming, testing and implementationâ€¢Â  Minimum 8 Years Experience with technical and user documentation, software conversionsâ€¢Â  Minimum 8 Years Exposure to environments include but are not limited to mainframe, mid range, personal computers, laptopsâ€¢Â  Minimum 8 Years Lead in the design of program specifications and the implementation of software solutionsâ€¢Â  Minimum 2 Years Experience with Web Service Development and consumptionâ€¢Â  Minimum 4 Years Knowledge of SOA trends, SOA standards, XML, XSLT, SOAP, XML Schemas, IEPDs and WSDL usage",NY,Brooklyn,"Data Analysis, Data Manupulation, SOA Trends, SOA Standards,XML Schemas",Contract W2,dice.com
Database Administrator (Microsoft SQL Server),Trivision Group,"Â Â Â Suitable Candidates please submit the resumes with all contact details - vijay@trivisioninc.comÂ Job Title:Â Database Administrator Â  Job Location: Buffalo, NY Job Duration:Â 24 months Plus & ContractÂ Visa Type : Work Visa, GC or USCJob Description:Database Administrator Expert Â Responsible for data analysis and database management Maintenance, enhancement, designing of data dictionaries, physical and database models, and performance tuningExpert (84+ Months)Candidate is able to provide leadership of large teams and/or extensive industry experience and is considered at the top of his/her field.Â 1. 84 Months of Experience in Database Management doing Relational Data modeling2. 84 Months of Experience in SQL Server in the setting up and configuring Microsoft SQL Server on Windows platform3. 84 Months of Experience in SQL Server in managing and administering SQL Server database4. 84 Months of experience in SQL Server Backup and Restore StrategyÂ 5. 84 Months of experience in data modeling for data warehouse and data martÂ 6. 84 Months of experience in SQL Server Analysis Services (SSAS) and SQL Server Reporting Services (SSRS)Â 7. 84 Months of experience in SQL Server Performance Tuning, Query OptimizationÂ 8. 84 Months of experience writing complex Stored Procedure and Functions in T-SQLÂ 9. Bachelorâ€™s Degree from an accredited collegeÂ 10. Project Management Professional Certification",NY,Buffalo,"Database Administrator - configuring Microsoft SQL Server on Windows platform,  Database Management, data modeling, Configuring  Microsoft SQL Server, SSAS, SSRS, T-SQL","Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 24 Months+",dice.com
Jr.SQL Analyst (CCAR consultant),Dimension Consulting,"HiTitle: Jr SQL Analyst (CCAR consultant)Location : Dorchester, MA Duration : 1 yearRate:$35hr on C2CRequired Skill Sets:CCAR Reports- FR Y Monthly, FR Y QuarterlyJob descriptionNeed 2+years of CCar Experience.Must have Banking Domain experienceStrong experience on writing of SQL QuriesCCAR Reports- FR Y Monthly, FR Y QuarterlyÂ ThanksManoj Dimension Consulting Â Tel: 703-672-6160 Â  Â Email:manoj@dimcon.comÂ ",NY,Dorchester,CCAR,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 12+months",dice.com
Python Developer,Robert Half Technology,"Robert Half is now working with a top client in Hampton, VA to find a talented Python developer to add to their already strong team of developers. This position is hiring immediately and can interview right away. The ideal candidate will be a strong problem solver who is able to work on multiple projects at once. Knowledge of GIS methods is a big plus for this role. Must have knowledge of multiple languages (Java, HTML, Python, jQuery, PHP, Ruby). If you are interested, APPLY NOW or email your resume to brady.hatfield@rht.com to get things started! Job Requirements 3+ years experience with Python Open Source Programming Languages Flexibility Strong knowledge of Web technologies Strong Development knowledge including: Java, Python, HTML, jQuery, Ruby, PHP",NY,Hampton,"Developer, Development, GIS, HTML, Java, jQuery, PHP, Programming, Python, Ruby","C2H Corp-To-Corp, C2H Independent, C2H W2",dice.com
Senior Business Intelligence Developer,Dealertrack,"The Job:The Business Intelligence Developer will be responsible for developing and maintaining ETL jobs, including ETL implementation and enhancements, testing and quality assurance, troubleshooting issues and ETL/Query performance tuning; writing technical documentation and routine production ETL process support; plus all related job functions. They will interpret and transform information based on business requirements and provide the data for delivery in support of different data initiatives including data warehousing.Technology We Use:ETL/Query, SSIS, SSAS 2008 R2, T-SQL, Query Optimization, SQL Server,2008 R2/2012, IBM DataStage, DB2 relational databasesYour Role:Participate in the requirements and design -- If BA is designing a functional spec.Assist in the build, implementation and release activitiesWork closely with the development and business teams to ensure that the solutions meet the business and non-functional requirementsProvide timely status to the Project team leadTrouble shoot issues, identify solutions and prepare implementation plan (including Design/Develop solution)Provide knowledge transfer to the client.Collaborate with business users/developers to provide required data.Assist with go-live preparation and planning.Research and provide alternatives and recommendations based on best practices and application functionality.What We Look For:Bachelors Degree inComputer Science or Engineering6-8 years of related experience5+ years of experience with SSIS ETL toolExperience with SSAS 2008 R2 and later versions8+ year of experience in T-SQL, Query Optimization and Data managementWorking knowledge of SQL Server 2008 R2/2012Knowledge of DB2 relational databases (optional)Knowledge of IBM Data Stage (optional)Strong analytical skillsSolid design, coding, testing and debugging skillsKnowledge of C#, Java, Scripting (optional)Knowledge of Hadoop (optional)Who We Are + What We Do: As part of the Cox Automotive family, Dealertrack is building a connected suite of software solutions and services to help automotive dealers thrive in todays digital retailing environment. From digital marketing to credit applications and financing, our integrated approach is making buying, selling and shopping for a car more efficient and enjoyable for everyone involved.Company: Dealertrack",NY,Lake Success,Full Time,NA,dice.com
Senior SQL Developer,Starpoint Solutions LLC,"Minimum 5+ years of experience as a DBA/SQL Developer in a production OLTP environmentExperience in SQL server installation, administrations, updates, upgrades (2008 R2, 2012)Very Strong experience with TSQLExperience with PowerShell (3 or later)Ability to evaluate server/storage hardware, RAID configurationsGood knowledge of windows administration (2008 R2, 2012 R2)Strong OLTP experienceExperience in troubleshooting and optimizing query execution plans and performanceExperience in troubleshooting concurrency, locking, blocking and deadlock issuesExperience with log shippingWorking knowledge of SQL Server 2010, and 2014Sr SQL Developer whoÂ  has worked in mid-sized companies where 1 person does everything would have all the listed experiences. Our Moscow people do that, they install, configure, create databases and they code in SQL. Sr SQL Developer would have had DBA experiences. DBA would not have had SQL development experiences.Â Additional Info from Henry:Knows how to Upgrade ServersExperience hosting in RAC spaceStarted out as a Programmer originally in their career before becoming SQL Dev.Â Has Developing and Testing experiencePerson who knows under-the-hood detailsDevelopment side, not the infrastructure side.Deploy SQL scripts, schema changes, data imports, data manipulation, data migration, and data quality fixesAutomate the deployment processSetup/maintain/monitor Database/TLog backupsAutomate backup/restores/validationMonitor database health, backup, restore and validation processesMonitor general Database environment statistics. Performance and LoggingOptimize query and database performanceProvide solution to increase overall performanceDesign of Physical layout of database files and file groupsDesign and Implement Table structure, location, partitioning, Indexes, Constraints, Keys, Data TypesDesign/Implement database environments upgradesAnalyze, identify and resolve database production issues, backup/restore issues, Log shipping issuesAnalyze SQL Server/Windows logsAnalyze Database performance issuesAnalyze, identify and resolve concurrency, locking, blocking and deadlock issuesPerform Forensic analysisWriting scripts including TSQL, PowerShell, batch files.Review and Correct TSQL scriptsTest pre deployment database changes for all new featuresExpert in Capacity planning for Storage and CPU usageExpert in Specing hardware requirements and evaluation/benchmarking (CPU, Memory, Storage, etc.)Expert in Hardware performance testing, Migration, Capacity Planning and Evaluation/SetupReview the pending patches and notify the development of riskVerify that patches across all environmentsSchedule patch updates and perform sanity testsAct as Contact with Rackspace when there is Database related issue or changeMonitor Rackspace Alerts/Monitoring, Backups, and Anti-VirusDesign and implement solution for high availability/failover and periodically test solutionDesign and implement a solution for disaster recovery, including Log shipping and SLAsPeriodically test the solutionCreate and maintain a documentation of all the Database related componentsÂ Â About Starpoint: No matter where you are in your job search, Starpoint can help. Starpoint Solutions is a nationally recognized staffing firm with consulting and permanent openings from the best-known companies. We've been recruiting and placing professionals like you for nearly 30 years. Often, we find opportunities that you may miss in your own job search.Submit your resume for this position and let Starpoint help you find your next job now.Are you a recruiter? Click here.Starpoint is an Equal Opportunity Employer.",NY,Long Island City,"Telecommuting not available
				
			
			
				
				
					Travel not required",NA,dice.com
"Python Developer at Long Island, NY",First Tek,"***** Please share your updated resume in MS Word format along with contact details at manoj.kumar@first-tek.com ******Â Â Here are the job details:Â Job Title:Â Â Â Â Â Â Â Â Â Â Â Â  Â Â Â Â Â Â Â Â Â Â Â Â Â Python DeveloperJob Location:Â Â Â Â  Â Â Â Â Â Â Â Â Â Â Â Â Long Island, NYDuration:Â Â Â Â Â Â Â Â Â Â Â  Â Â Â Â Â Â Â Â Â Â Â Â  Long TermÂ Â Job Description===========================================Minimum of 8Â to 10 yearsÂ of experience on Open Source Platform in architecting /designing /developing Web based applications.Must have strong experience on Open Source Technologies, including Python 2.7(+) and Django 1.4 (+)Must have experience on writing Ajax driven applications with HTML, JavaScript, JSONMust have experience on multi-layered application architectureMust have experience on applications with design patterns and SOLID principlesStrong understanding of OOPS and Design Patterns.Â Nice to have:HTML 5, any Enterprise Service Bus based architectureLinux, Ubuntu, CentOSJira, SVN, Aptana Studio, Confluence, WikiNice to have experience in BFSI domain â€“ Automobile Dealership Management Systems.Responsibilities:Should be able to develop enterprise class software products in a web based SaaS modelBe able to stay abreast of development methodologies and technical components in use and under development on the open source platform platformWork with development leads and managers to implement technology strategy and implementation===========================================Â Thanks & Regards,Â Manoj KumarSenior Executive- Talent Acquisition || First Tek, Inc.Â  (FSTONE Technologies) 1551 S Washington Avenue, Suite 402 A, Piscataway, NJ 08854Contact: (732)328-2287Â ||Â E-mail: manoj.kumar@first-tek.comG-Talk- choudhary171984@gmail.com; YIM- m.k1984@yahoo.co.in Skype: manoj_usg",NY,Long Island City,"Open Source Technologies, including Python 2.7(+) and Django 1.4 (+)","Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Long Term",dice.com
Python with Sql server,TTS Solutions,"Requisition ID:#TTS1537Â No. of Positions1Job Title:Python with Sql Server ExperienceWork Location:Long Island, NYContract Duration:Long TermInterview ProcessPhone then SkypePrimary Skills:Strong Sql server and python skills to work on back end and ETL type of work using python.Description: Strong Sql server and python skills to work on back end and ETL type of work using python.Contact Details:Matthew@TTSSolutionsUSA.com512-308-6408",NY,Long Island City,"Python, SQL Server, ETL","Contract Corp-To-Corp, Contract Independent, Contract W2, Long Term",dice.com
Business Intelligence Developer,Somasoft Solutions. Inc.,"Business Intelligence DeveloperLocation : Manhattan, KSDuration : 6-12 monthsDocument reporting requirementsDesign, develop and maintain reportsTroubleshoot data issues and suggest/execute corrective actionsPerform ad-hoc data and report requestsEnsure adherence to architecture standardsDesign data warehouseBuild and improve ETL process for loading data warehouseJob RequirementsStrong analytical and quantitative skillsVery good project management skillsExcellent communication skills with the ability to pay close attention to detailsGood working knowledge of SQLSolid understanding of database designComfortable with Microsoft ExcelData warehousing and BI experience is a plusExposure to Microsoft tools and .Net languages is a plus",NY,Manhattan,Business Intelligence BI Developer DW Warehouse Reporting ETL SQL Database MS Office Microsoft Tools .NET,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, 6 - 12 months",dice.com
Data Analyst/Support,Apex Systems,"We have a contract to hire opening for our client in NYC! Please see details below and let me know if you would like to apply!Â Title: Data/Customer SupportLocation:Â NYCDuration: 3 months â€“ possible perm conversionPay: $30-$40 an hour W2Â Â Qualifications: â€¢ Bachelorâ€™s degree in computer science, management information systems or related field with approximately 5 to 7 years of related experience or equivalent work experience; â€¢ Strong analytical and problem-solving skills; proven ability to analyze business needs and recommend effective process/technology solutions to enhance the Functions automation and strategic direction; â€¢ Demonstrated expertise developing reports and performing analytics using tools such as SQL, Tableau, SAS, VBA, and XML; â€¢ Strong prioritizing, planning and organization skills; â€¢ Ability to handle multiple assignments simultaneously, work well under pressure, and meet deadlines with minimal supervision; â€¢ Excellent verbal, written, presentation and interpersonal skills; â€¢ An understanding of information security and change control concepts. â€¢ Knowledge of supporting network and web applications highly desirable; â€¢ Proficient computer skills, including Microsoft products such as: Excel, Word, Power Point and Access.Â Â Responsibilities:Â  â€¢ Provide expert technical and customer support for key data collections. â€¢ Assist customers with account provisioning, network connectivity, testing and troubleshooting XML data transmissions. â€¢ Provide support for the delivery of technical upgrades and improvements to the Functionâ€™s applications and infrastructure while ensuring that cost, time and quality metrics are achieved. â€¢ Lead troubleshooting efforts and resolve business application issues in the course of providing support for network, web, and mainframe applications; â€¢ Assist key stakeholders in developing & maintaining complex queries and scripts using XML, SQL, Tableau, and SAS; â€¢ Develop technical and user documentation including procedures, guidelines, test plans and training materials, as well as conduct application-related technology training; and, â€¢ Provide off-hour and weekend support as required.Â ",NY,Manhattan,"SQL, Tableau, SAS, technical and customer support for key data collections",Contract W2,dice.com
Market Data Analyst,Huxley Banking & Financial Services,We are looking for a Junior Data Analyst to join with a FinTech company in the greater NYC area. This person will excel working on a team that will liaise with OPS and QA teams while working to institute best practices and develop and maintain data process across a broad spectrum of financial instruments.Define and implement data monitoringmonitoring of real time pricing systemsprovide data statistics for Sr managementDocument best practices and procedures We are looking for someone with 1-3 years experience in market data analytics.,NY,Manhattan,"market data, data, analysis, bloomberg, analytics,",Full Time,dice.com
Senior Python Engineer,CyberCoders,"Minimum Required Skills:AWS, Python & Django, Linux, Object-oriented programming, Server Back-End Systems Design & ProgrammingIf you are a Senior Software Engineer with experience in Object-Oriented Python Development, please read on!Headquartered in New York, we are a Non-Profit Organization in the Education Industry. We make history every single day , with our schools ranking in the top 1%-5% in different areas of studies. We provide an exploration driven Pre-K-12 curriculum focused on the individual child. We are still in the midst of rapid expansion, due to our communities calling for more!We are looking for a few Senior Developers to join our team. You will be responsible for the design, implementation, and testing of various parts of our platforms, as well as evaluating 3rd party and open-source software and technology that can be incorporated. You will be consulted on platform design and product feature decisions as well as how we can improve the way we work and new technologies we may be able to leverage. In addition, you will participate in our weekly sprint meetings and help write, estimate, and prioritize stories.What You Need for this PositionMust-Have Skills:- 5 years of Development experience in Python/Django- Strong object-oriented programming background- Experience creating REST API's- Understanding of working in a Linux environment - Ability to work within a MySQL/NoSQL database Desired Skills:- Experience with scalable cloud deployment environments such as AWS and Rackspace- Previous experience at a software company that focused on video, audio, and document storage and distribution technology- Audio & Video Processing Tool Kits: ffmpeg- Experience in search technologies such as: ElasticSearch or Lucene- Experience in a fast-paced/customer-centric agile startup environmentSo, if you are a Senior Software Engineer with experience in Object-Oriented Python Development, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016. CyberCoders, Inc. All rights reserved.",NY,Manhattan,"AWS, Python & Django, Linux, Object-oriented programming, Server Back-End Systems Design & Programming - AWS, Python & Django, Linux, Object-oriented programming, Server Back-End Systems Design & Programming","Full Time, Full-time, Employee",dice.com
VBA Excel developer,ZEDVentures Incorporated,"Description:Extensive experience withÂ VBAÂ andÂ ExcelÂ spreadsheet automation.Proven experience with data analysis, advanced formulas, ActiveXÂ controls, dashboards, database queries, pivot tables, macros andÂ charts.Capable of analyzing and rewriting advancedÂ ExcelÂ formulas andÂ calculations in existing spreadsheets.Re-engineering of spreadsheets.Experience writing interfaces to other applications.Excellent verbal and written communication skill.Would appreciate if you can technically screen qualified candidatesand pass along their resumes for review.Apply:Interested consultants, please send in your resume at sdilary@zedventures.com. Feel free to call me at 408 907 2793",NY,Manhattan,VBA Excel,"Contract Corp-To-Corp, Contract Independent, Contract W2, 3 months",dice.com
MS SQL DBA [Face to Face],Agile Enterprise Solutions,"Responsibilities:: â€¢ The successful candidate must be capable of working independently and collaboratively and will also be responsible for â€¢ Design, implementation, and migration of databases to AWS. â€¢ Responding to escalations â€¢ Working with database engineering team on solutions / enhancements for recurring problems â€¢ Manage SQL Server databases through multiple product lifecycle environments, from development to mission-critical production systems â€¢ Refine and automate regular processes, track issues, and document changes â€¢ Configure and maintain database servers and processes, including monitoring of system health and performance, to ensure high levels of performance, availability, and security â€¢ Share domain and technical expertise, providing technical mentorship and cross-training to other peers and team members Skills and Qualifications:: â€¢ 10+ years of experience in MS SQL Server database administration required â€¢ Experience in design, planning and migration of databases to AWS is a must â€¢ Experience in PowerShell & operational automation â€¢ Experience with Performance Tuning and Optimization, using native monitoring and troubleshooting tools as well as 3rd party tools â€¢ Experience with backups, restores and recovery models â€¢ Knowledge of High Availability (HA) and Disaster Recovery (DR) options for SQL Server â€¢ Ability to present ideas in user-friendly language â€¢ Forward thinking in the potential use of future technology â€¢ Self-motivated, directed and with keen attention to detail â€¢ Excellent interpersonal, verbal and written communication skills as well as strong logical, analytical and problem solving skills â€¢ Experience working in team-oriented, collaborative environment and with teams spread across multiple locations across multiple time zones â€¢ Must possess good documentation skills (creating KBs, runbooks, topology etc.) Nice to have:: â€¢ AWS Training/Certification â€¢ Knowledge of other DBMS (Oracle, MySQL) â€¢ Some programming background",NY,Manhattan,10+ years of experience in MS SQL Server database administration required and AWS is must.,"Contract Corp-To-Corp, Contract Independent, Contract W2, Part Time, 6+ Months",dice.com
Sr. SQL DBA,TEKsystems,"Our client, a global Financial Firm, is looking for a Sr. SQL DBA to join their team in Midtown. This is a great full time position with benefits.  Job DescriptionThe SQL/Database Administrator will assist with the maintenance and administration of the Firm's Microsoft SQL database infrastructure and application sites. In addition to helping to keep existing systems running well, the Administrator will play an integral role in identifying innovative ways to use technology to retain, optimize and share firm knowledge and increase efficiency of processes.Responsibilities will include SQL database maintenance and administration (including performance tuning, optimization, clustering upgrades, backups/restores, and database security), providing training and support to end users, and identifying additional ways to make use of the Firm's investment in application portal software.This position is based in the New York office; however location is negotiable. Compensation is competitive.Job Qualifications:We are looking for someone with a demonstrated ability to learn new systems and development platforms quickly and who also has strong attention to detail. Specific requirements are:4+ years of experience with MSSQL database maintenance and administration versions 2008 or higher.Ability to work with software developers and knowledge analysts to design and develop solutions to address business needs.Ability to perform system admin activities with Microsoft SharePoint Farms preferred.Four-year college degree.Experience with Elite, SharePoint and Handshake preferred.Flexibility to work after hours as requested, especially during peak seasons, and in daily work schedule to accommodate lawyer and general firm requirements;Strong attention to detail. ***NO THIRD PARTY VENDORS***About TEKsystems:Join TEKsystemsÂ®, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other.",NY,Manhattan,Sr. SQL DBA,Full Time,dice.com
Data Engineer,CyberCoders,"Minimum Required Skills:SQL, ETL, AWS, Data Architecture, Data Warehousing, ReportingIf you are a Data Engineer with experience, please read on!This is a ground-floor opportunity with a successful FinTech startup in the real estate finance space. Located in the South Bay area, we boast an awesome team and beautiful beach views.  You'll be working with the CTO to define and create our data infrastructure, integration and reporting systems and build a cutting-edge platform for analytics. If you're an experienced Data Engineer knowledgeable about data architecture, system scalability and analytics/reporting, APPLY NOW!Top Reasons to Work with Us- Ground floor opp - first Data hire in-house- Great pay, equity, superior benefits and flexible schedule!What You Will Be Doing- Work across our primary teams (product, engineering, finance, real estate) to define and develop a data architecture able to deliver analytics and insights across the company- Unify several datastores in to a robust data warehouse- Automate data reporting systems- Optimize ETL processes- Create a scalable data system for our data warehouseWhat You Need for this PositionAt Least 3 Years of experience and knowledge of:- SQL/Postgres- ETL- Data Architecture- AWS/Cloud - SDLC- Reporting/data visualization- Data WarehousingSo, if you are a Data Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",NY,Manhattan Beach,"SQL, ETL, AWS, Data Architecture, Data Warehousing, Reporting - SQL, ETL, AWS, Data Architecture, Data Warehousing, Reporting","Full Time, Full-time, Employee",dice.com
